case_id,clean_clip_margin,clean_l2,clean_original_path,clean_output_path,clean_psnr,clean_quality_label,clean_ssim,existing_facial_hair,existing_glasses,face_id,guidance_scale,image_guidance_scale,image_path,num_inference_steps,phase,priority_group,prompt,prompt_priority,prompt_slug,prompt_type,reason_selected,reject_reason,seed,selected_for_breadth_probe
face_004__add_a_small_beard__igs_1p00,0.035206615924835205,0.11147180287207302,phase3/outputs/clean_discovery/cases/face_004/add_a_small_beard/igs_1p00/original.png,phase3/outputs/clean_discovery/cases/face_004/add_a_small_beard/igs_1p00/clean_edit.png,19.056699496396558,clean_success_candidate,0.6594427227973938,False,False,face_004,7.5,1.0,data/face_004/instruct_512.png,20,phase3_clean_discovery,primary,add a small beard,4,add_a_small_beard,beard,selected_for_phase3b_breadth_probe,,1234,True
face_004__add_a_red_scarf__igs_1p00,0.043025851249694824,0.25042811632295714,phase3/outputs/clean_discovery/cases/face_004/add_a_red_scarf/igs_1p00/original.png,phase3/outputs/clean_discovery/cases/face_004/add_a_red_scarf/igs_1p00/clean_edit.png,12.026338263352262,clean_success_candidate,0.46027255058288574,False,False,face_004,7.5,1.0,data/face_004/instruct_512.png,20,phase3_clean_discovery,primary,add a red scarf,6,add_a_red_scarf,clothing,selected_for_phase3b_breadth_probe,,1234,True
face_004__add_a_hoodie__igs_1p00,0.040928930044174194,0.17740036947043628,phase3/outputs/clean_discovery/cases/face_004/add_a_hoodie/igs_1p00/original.png,phase3/outputs/clean_discovery/cases/face_004/add_a_hoodie/igs_1p00/clean_edit.png,15.02090960002896,clean_success_candidate,0.5492522120475769,False,False,face_004,7.5,1.0,data/face_004/instruct_512.png,20,phase3_clean_discovery,primary,add a hoodie,7,add_a_hoodie,clothing,selected_for_phase3b_breadth_probe,,1234,True
face_005__add_headphones__igs_1p50,0.055569812655448914,0.04709016818405909,phase3/outputs/clean_discovery/cases/face_005/add_headphones/igs_1p50/original.png,phase3/outputs/clean_discovery/cases/face_005/add_headphones/igs_1p50/clean_edit.png,26.541395169154313,clean_success_candidate,0.8643777370452881,False,False,face_005,7.5,1.5,data/face_005/instruct_512.png,20,phase3_clean_discovery,primary,add headphones,1,add_headphones,headphones,selected_for_phase3b_breadth_probe,,1234,True
face_005__add_black_sunglasses__igs_1p00,0.05089488625526428,0.2194006388780347,phase3/outputs/clean_discovery/cases/face_005/add_black_sunglasses/igs_1p00/original.png,phase3/outputs/clean_discovery/cases/face_005/add_black_sunglasses/igs_1p00/clean_edit.png,13.1752422425369,clean_success_candidate,0.7285247445106506,False,False,face_005,7.5,1.0,data/face_005/instruct_512.png,20,phase3_clean_discovery,primary,add black sunglasses,2,add_black_sunglasses,glasses,selected_for_phase3b_breadth_probe,,1234,True
face_005__add_a_small_beard__igs_1p50,0.03089107573032379,0.13055601827630206,phase3/outputs/clean_discovery/cases/face_005/add_a_small_beard/igs_1p50/original.png,phase3/outputs/clean_discovery/cases/face_005/add_a_small_beard/igs_1p50/clean_edit.png,17.684062071773578,clean_success_candidate,0.7609439492225647,False,False,face_005,7.5,1.5,data/face_005/instruct_512.png,20,phase3_clean_discovery,primary,add a small beard,4,add_a_small_beard,beard,selected_for_phase3b_breadth_probe,,1234,True
face_005__add_a_hoodie__igs_1p50,0.04767400026321411,0.23214853064971497,phase3/outputs/clean_discovery/cases/face_005/add_a_hoodie/igs_1p50/original.png,phase3/outputs/clean_discovery/cases/face_005/add_a_hoodie/igs_1p50/clean_edit.png,12.684681215854505,clean_success_candidate,0.5873872637748718,False,False,face_005,7.5,1.5,data/face_005/instruct_512.png,20,phase3_clean_discovery,primary,add a hoodie,7,add_a_hoodie,clothing,selected_for_phase3b_breadth_probe,,1234,True
face_006__add_black_sunglasses__igs_1p50,0.045523494482040405,0.11801159298626723,phase3/outputs/clean_discovery/cases/face_006/add_black_sunglasses/igs_1p50/original.png,phase3/outputs/clean_discovery/cases/face_006/add_black_sunglasses/igs_1p50/clean_edit.png,18.561506544952284,clean_success_candidate,0.7809670567512512,False,False,face_006,7.5,1.5,data/face_006/instruct_512.png,20,phase3_clean_discovery,primary,add black sunglasses,2,add_black_sunglasses,glasses,selected_for_phase3b_breadth_probe,,1234,True
face_006__add_black_sunglasses__igs_2p00,0.045413434505462646,0.10296771959243652,phase3/outputs/clean_discovery/cases/face_006/add_black_sunglasses/igs_2p00/original.png,phase3/outputs/clean_discovery/cases/face_006/add_black_sunglasses/igs_2p00/clean_edit.png,19.74597810786951,clean_success_candidate,0.7644019722938538,False,False,face_006,7.5,2.0,data/face_006/instruct_512.png,20,phase3_clean_discovery,primary,add black sunglasses,2,add_black_sunglasses,glasses,selected_for_phase3b_breadth_probe,,1234,True
face_007__add_a_red_scarf__igs_1p00,0.04745203256607056,0.2452736389455805,phase3/outputs/clean_discovery/cases/face_007/add_a_red_scarf/igs_1p00/original.png,phase3/outputs/clean_discovery/cases/face_007/add_a_red_scarf/igs_1p00/clean_edit.png,12.206982511263028,clean_success_candidate,0.5572875142097473,True,True,face_007,7.5,1.0,data/face_007/instruct_512.png,20,phase3_clean_discovery,secondary_prompt_restricted,add a red scarf,6,add_a_red_scarf,clothing,selected_for_phase3b_breadth_probe,,1234,True
face_007__make_the_person_smile_slightly__igs_1p00,0.02052225172519684,0.12111484820627658,phase3/outputs/clean_discovery/cases/face_007/make_the_person_smile_slightly/igs_1p00/original.png,phase3/outputs/clean_discovery/cases/face_007/make_the_person_smile_slightly/igs_1p00/clean_edit.png,18.336052215791995,clean_success_candidate,0.7447534203529358,True,True,face_007,7.5,1.0,data/face_007/instruct_512.png,20,phase3_clean_discovery,secondary_prompt_restricted,make the person smile slightly,9,make_the_person_smile_slightly,smile,selected_for_phase3b_breadth_probe,,1234,True
face_008__add_headphones__igs_1p00,0.045426785945892334,0.11424706481855845,phase3/outputs/clean_discovery/cases/face_008/add_headphones/igs_1p00/original.png,phase3/outputs/clean_discovery/cases/face_008/add_headphones/igs_1p00/clean_edit.png,18.843098976055586,clean_success_candidate,0.7172844409942627,True,True,face_008,7.5,1.0,data/face_008/instruct_512.png,20,phase3_clean_discovery,secondary_prompt_restricted,add headphones,1,add_headphones,headphones,selected_for_phase3b_breadth_probe,,1234,True
face_008__add_a_red_scarf__igs_1p00,0.03999415040016174,0.21494068213223433,phase3/outputs/clean_discovery/cases/face_008/add_a_red_scarf/igs_1p00/original.png,phase3/outputs/clean_discovery/cases/face_008/add_a_red_scarf/igs_1p00/clean_edit.png,13.353627543739341,clean_success_candidate,0.4907926321029663,True,True,face_008,7.5,1.0,data/face_008/instruct_512.png,20,phase3_clean_discovery,secondary_prompt_restricted,add a red scarf,6,add_a_red_scarf,clothing,selected_for_phase3b_breadth_probe,,1234,True
